​:ID;title:string;venue:string;city:string;period:string;year:int
9047503;Edition of The 2005 International Conference on Foundations of Computer Science, FCS 2005, Las Vegas, Nevada, USA, June 27-30, 2005;Kahala Hotel & Resort;Thessaloniki;1-2 June;1958
9047504;Edition of the 2008 International Conference on Foundations of Computer Science, FCS 2008, July 14-17, 2008, Las Vegas, Nevada, USA;Holiday Inn Waikiki Beachcomber;London;10-14 January;1959
9047505;Edition of the 2006 International Conference on Foundations of Computer Science, Las Vegas, Nevada, USA, June 26-29, 2006;Hilton Hawaiian Village;Barcelona;8-9 February;1960
9047506;Edition of the 2010 International Conference on Foundations of Computer Science, FCS 2010, July 12-15, 2010, Las Vegas, Nevada, USA;Hale Koa Hotel;Madrid;11-13 March;1961
9047625;Approaches and Applications of Inductive Programming, Third International Workshop, AAIP 2009, Edinburgh, UK, September 4, 2009. Revised Papers;Waikiki Beach Marriott;Berlin;23-25 April;1962
9047687;Web Knowledge Management and Decision Support, 14th International Conference on Applications of Prolog, INAP 2001, Tokyo, Japan, October 20-22, 2001, Revised Papers;Sheraton Waikiki;Athens;28-29 May;1963
9047746;Edition of 1st International Workshop on Visual Pattern Extraction and Recognition for Cultural Heritage Understanding co-located with 15th Italian Research Conference on Digital Libraries (IRCDL 2019), CNR Area in Pisa, Italy, January 30, 2019.;Turtle Bay Resort;Paris;22-23 August;1964
9047835;Edition of the 4th Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, DIS 2002, London, England, UK, June 25-28, 2002;JW Marriott Ihilani, Ko Olina;Brussels;25-28 August;1965
9047842;Edition of the 1st Conference on Designing Interactive Systems: Processes, Practices, Methods and Techniques, DIS '95, Ann Arbor, MI, USA, August 23-25, 1995;Grand Wailea Resort;Thessaloniki;12-14 June;1966
9047845;Edition of the 2nd Conference on Designing Interactive Systems: Processes, Practices, Methods and Techniques, DIS 1997, Grand Hotel Krasnapolsky, Amsterdam, the Netherlands, August 18-20, 1997;Maui Prince Hotel;London;17-19 September;1967
9047846;Edition of the 3rd Conference on Designing Interactive Systems: Processes, Practices, Methods, Techniques, DIS 2000, New York City, NY, USA, August 17-19, 2000;Mauna Lani Bay Hotel & Bungalows;Barcelona;20-22 September;1968
9047948;Electronic Speech Signal Processing, ESSV 2010, Edition of the 21st Conference, Berlin, 8-10 September 2010, commemorating the 80th birthday of Hiroya Fujisaki;Hilton Waikoloa Village;Madrid;22-25 December;1969
9047999;Augmented Reality, Virtual Reality, and Computer Graphics - 5th International Conference, AVR 2018, Otranto, Italy, June 24-27, 2018, Edition, Part I;Wyndham at Waikiki Beach Walk;Berlin;10-12 November;1970
9048001;Augmented Reality, Virtual Reality, and Computer Graphics - Third International Conference, AVR 2016, Lecce, Italy, June 15-18, 2016. Edition, Part I;Marriott Waiohai Beach Club;Athens;12-13 July;1971
9048005;Augmented Reality, Virtual Reality, and Computer Graphics - 4th International Conference, AVR 2017, Ugento, Italy, June 12-15, 2017, Edition, Part I;Westin Kaanapali Ocean Resort Villas;Paris;1-2 June;1972
9048087;Edition of the Linguistic Annotation Workshop, LAW@ACL 2007, Prague, Czech Republic, June 28-29, 2007;Wailea Beach Marriott Resort & Spa;Brussels;10-14 January;1973
9048091;Edition of the 10th Linguistic Annotation Workshop held in conjunction with ACL 2016, LAW@ACL 2016, August 11, 2016, Berlin, Germany;Hyatt Regency Maui Resort & Spa;Thessaloniki;8-9 February;1974
9048094;Edition of the 11th Linguistic Annotation Workshop, LAW@EACL 2017, Valencia, Spain, April 3, 2017;Fairmont Kea Lani;London;11-13 March;1975
9048173;Companion to the Edition of the 11th International Symposium on Open Collaboration, OpenSym 2015, San Francisco, California, USA, August 19-21, 2015;Moana Surfrider;Barcelona;23-25 April;1976
9048229;Edition of the 10th Travelling Conference on Pattern Languages of Programs, VikingPLoP 2016, Leerdam, The Netherlands, April 7-10, 2016;Ko Olina Marriot Beach Club;Madrid;28-29 May;1977
9048230;Edition of the 8th Nordic Conference on Pattern Languages of Programs, VikingPLoP 2014, Vihula, Estonia, April 10-13, 2014;Hyatt Regency Waikiki;Berlin;22-23 August;1978
9048231;Edition of the VikingPLoP 2017 Conference on Pattern Languages of Program, VikingPLoP 2017, Grube, Schleswig-Holstein, Germany, March 30 - April 02, 2017;Hawaii Prince Hotel Waikiki;Athens;25-28 August;1979
9047418;Software Engineering Research, Management and Applications [selected papers from the 12th International Conference on Software Engineering Research, Management and Applications, SERA 2014, Kitakyushu, Japan, 2014];Aqua Bamboo Waikiki;Paris;12-14 June;1955
9047509;IEEE 10th International Symposium on Workload Characterization, IISWC 2007, Boston, MA, USA, 27-29 September, 2007;Aqua Aloha Surf Waikiki Hotel;Brussels;17-19 September;1956
9047510;2015 IEEE International Symposium on Workload Characterization, IISWC 2015, Atlanta, GA, USA, October 4-6, 2015;Sheraton Kauai Resort;Thessaloniki;20-22 September;1957
9047511;Edition of the 2009 IEEE International Symposium on Workload Characterization, IISWC 2009, October 4-6, 2009, Austin, TX, USA;Kilauea Lakeside Estate;London;22-25 December;1958
9047512;4th International Symposium on Workload Characterization (IISWC 2008), Seattle, Washington, USA, September 14-16, 2008;Grand Hyatt Kauai Resort & Spa;Barcelona;10-12 November;1959
9047513;Edition of the 2006 IEEE International Symposium on Workload Characterization, IISWC 2006, October 25-27, 2006, San Jose, California, USA;Ritz-Carlton Kapalua;Madrid;12-13 July;1960
9047514;Edition of the IEEE International Symposium on Workload Characterization, IISWC 2013, Portland, OR, USA, September 22-24, 2013;Marriott Maui Ocean Club;Berlin;1-2 June;1961
9047515;2016 IEEE International Symposium on Workload Characterization, IISWC 2016, Providence, RI, USA, September 25-27, 2016;Sheraton Princess Kaiulani;Athens;10-14 January;1962
9047516;Edition of the 2012 IEEE International Symposium on Workload Characterization, IISWC 2012, La Jolla, CA, USA, November 4-6, 2012;Kahala Hotel & Resort;Paris;8-9 February;1963
9047517;2014 IEEE International Symposium on Workload Characterization, IISWC 2014, Raleigh, NC, USA, October 26-28, 2014;Holiday Inn Waikiki Beachcomber;Brussels;11-13 March;1964
9047518;2017 IEEE International Symposium on Workload Characterization, IISWC 2017, Seattle, WA, USA, October 1-3, 2017;Hilton Hawaiian Village;Thessaloniki;23-25 April;1965
9047519;Edition of the 2010 IEEE International Symposium on Workload Characterization, IISWC 2010, Atlanta, GA, USA, December 2-4, 2010;Hale Koa Hotel;London;28-29 May;1966
9047520;Edition of the 2011 IEEE International Symposium on Workload Characterization, IISWC 2011, Austin, TX, USA, November 6-8, 2011;Waikiki Beach Marriott;Barcelona;22-23 August;1967
9047521;2018 IEEE International Symposium on Workload Characterization, IISWC 2018, Raleigh, NC, USA, September 30 - October 2, 2018;Sheraton Waikiki;Madrid;25-28 August;1968
9047626;Usability: Gaining a Competitive Edge, IFIP 17;Turtle Bay Resort;Berlin;12-14 June;1969
9047688;Declarative Programming and Knowledge Management - Declarative Programming Days, KDPD 2013, Unifying INAP, WFLP, and WLP, Kiel, Germany, September 11-13, 2013, Revised Selected Papers;JW Marriott Ihilani, Ko Olina;Athens;17-19 September;1970
9047760;Advanced Language Technologies for Digital Libraries - International Workshops on NLP4DL 2009, Viareggio, Italy, June 15, 2009 and AT4DL 2009, Trento, Italy, September 8, 2009;Grand Wailea Resort;Paris;20-22 September;1971
9047836;Edition of the Conference on Designing Interactive Systems, Cape Town, South Africa, February 25-27, 2008;Maui Prince Hotel;Brussels;22-25 December;1972
9047837;Edition of the Conference on Designing Interactive Systems,University Park, PA, USA, June 26-28, 2006;Mauna Lani Bay Hotel & Bungalows;Thessaloniki;10-12 November;1973
9047840;Edition of the 2016 ACM Conference on Designing Interactive Systems, DIS '16, Brisbane, QLD, Australia, June 04 - 08, 2016;Hilton Waikoloa Village;London;12-13 July;1974
9047841;Designing Interactive Systems Conference 2012, DIS '12, Newcastle Upon Tyne, United Kingdom, June 11-15, 2012;Wyndham at Waikiki Beach Walk;Barcelona;1-2 June;1975
9047843;Designing Interactive Systems Conference 2014, DIS '14, Vancouver, BC, Canada, June 21-25, 2014;Marriott Waiohai Beach Club;Madrid;10-14 January;1976
9047844;Edition of the Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, Cambridge, MA, USA, August 1-4, 2004;Westin Kaanapali Ocean Resort Villas;Berlin;8-9 February;1977
9047847;Edition of the 2017 Conference on Designing Interactive Systems, DIS '17, Edinburgh, United Kingdom, June 10-14, 2017;Wailea Beach Marriott Resort & Spa;Athens;11-13 March;1978
9047848;Edition of the Conference on Designing Interactive Systems, Aarhus, Denmark, August 16-20, 2010;Hyatt Regency Maui Resort & Spa;Paris;23-25 April;1979
9047849;Edition of the 2018 on Designing Interactive Systems Conference 2018, DIS 2018, Hong Kong, CHina, June 09-13, 2018;Fairmont Kea Lani;Brussels;28-29 May;1980
9047949;Advanced Encryption Standard - AES, 4th International Conference, AES 2004, Bonn, Germany, May 10-12, 2004, Revised Selected and Invited Papers;Moana Surfrider;Thessaloniki;22-23 August;1981
9048000;Augmented Reality, Virtual Reality, and Computer Graphics - 4th International Conference, AVR 2017, Ugento, Italy, June 12-15, 2017, Edition, Part II;Ko Olina Marriot Beach Club;London;25-28 August;1982
9048002;Augmented Reality, Virtual Reality, and Computer Graphics - 5th International Conference, AVR 2018, Otranto, Italy, June 24-27, 2018, Edition, Part II;Hyatt Regency Waikiki;Barcelona;12-14 June;1983
9048003;Augmented Reality, Virtual Reality, and Computer Graphics - Third International Conference, AVR 2016, Lecce, Italy, June 15-18, 2016. Edition, Part II;Hawaii Prince Hotel Waikiki;Madrid;17-19 September;1984
9048088;Edition of The 9th Linguistic Annotation Workshop, LAW@NAACL-HLT 2015, June 5, 2015, Denver, Colorado, USA;Aqua Bamboo Waikiki;Berlin;20-22 September;1985
9048179;Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction, HRI 2018, Chicago, IL, USA, March 05-08, 2018;Aqua Aloha Surf Waikiki Hotel;Athens;22-25 December;1986
9048186;Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction, HRI 2017, Vienna, Austria, March 6-9, 2017;Sheraton Kauai Resort;Paris;10-12 November;1987
9048232;4th International Conference on Computer Graphics, Imaging and Visualization (CGIV 2007), August 14-16, 2007, Bangkok, Thailand;Kilauea Lakeside Estate;Brussels;12-13 July;1988
9048233;Sixth International Conference on Computer Graphics, Imaging and Visualization: New Advances and Trends, CGIV 2009, 11-14 August 2009, Tianjin, China;Grand Hyatt Kauai Resort & Spa;Thessaloniki;1-2 June;1989
9048234;2005 International Conference on Computer Graphics, Imaging and Visualization (CGIV 2005), 26-29 July 2005, Beijing, China;Ritz-Carlton Kapalua;London;10-14 January;1990
9048235;Fifth International Conference on Computer Graphics, Imaging and Visualization: Modern Techniques and Applications, CGIV 2008, Penang, Malaysia, August 25-28, 2008;Marriott Maui Ocean Club;Barcelona;8-9 February;1991
9048236;Third International Conference on Computer Graphics, Imaging and Visualization (CGIV 2006), 26-28 July 2006, Sydney, Australia;Sheraton Princess Kaiulani;Madrid;11-13 March;1992
9048237;10th International Conference Computer Graphics, Imaging and Visualization, CGIV 2013, Los Alamitos, CA, USA, August 6-8, 2013;Kahala Hotel & Resort;Berlin;23-25 April;1993
9048238;Ninth International Conference on Computer Graphics, Imaging and Visualization, CGIV 2012, Hsinchu, Taiwan, July 25-27, 2012;Holiday Inn Waikiki Beachcomber;Athens;28-29 May;1994
9048239;2004 International Conference on Computer Graphic, Imaging and Visualization (CGIV 2004), 26-29 July 2004, Penang, Malaysia;Hilton Hawaiian Village;Paris;22-23 August;1995
9048240;Eighth International Conference on Computer Graphics, Imaging and Visualization, CGIV 2011, Singapore, August 17-19, 2011;Hale Koa Hotel;Brussels;25-28 August;1996
9047522;20th IEEE International Workshop on Computer Aided Modelling and Design of Communication Links and Networks, CAMAD 2015, Guildford, United Kingdom, September 7-9, 2015;Waikiki Beach Marriott;Thessaloniki;12-14 June;1955
9047523;IEEE 14th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2009, 12 June 2009, Pisa, Italy;Sheraton Waikiki;London;17-19 September;1956
9047524;Fifth IEEE International Workshop on Computer-Aided Modeling, Analysis, and Design of Communication Links and Networks, CAMAD '94, Princeton, NJ, USA, April 24-27, 1994;Turtle Bay Resort;Barcelona;20-22 September;1957
9047525;IEEE 11th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2006, 8-9 June 2006, Trento, Italy;JW Marriott Ihilani, Ko Olina;Madrid;22-25 December;1958
9047526;IEEE 18th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2013, Berlin, Germany, September 25-27, 2013;Grand Wailea Resort;Berlin;10-12 November;1959
9047527;21st IEEE International Workshop on Computer Aided Modelling and Design of Communication Links and Networks, CAMAD 2016, Toronto, ON, Canada, October 23-25, 2016;Maui Prince Hotel;Athens;12-13 July;1960
9047528;17th IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2012, Barcelona, Spain, September 17-19, 2012;Mauna Lani Bay Hotel & Bungalows;Paris;1-2 June;1961
9047529;19th IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2014, Athens, Greece, December 1-3, 2014;Hilton Waikoloa Village;Brussels;10-14 January;1962
9047530;22nd IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2017, Lund, Sweden, June 19-21, 2017;Wyndham at Waikiki Beach Walk;Thessaloniki;8-9 February;1963
9047531;15th IEEE International Workshop on Computer Aided Modeling, Analysis and Design of Communication Links and Networks, CAMAD 2010, Miami, FL, USA, December 3-4, 2010;Marriott Waiohai Beach Club;London;11-13 March;1964
9047532;16th IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2011, Kyoto, Japan, June 10-11, 2011;Westin Kaanapali Ocean Resort Villas;Barcelona;23-25 April;1965
9047533;23rd IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD 2018, Barcelona, Spain, September 17-19, 2018;Wailea Beach Marriott Resort & Spa;Madrid;28-29 May;1966
9047627;Human Work Interaction Design - Work Analysis and Interaction Design Methods for Pervasive and Smart Workplaces. 4th IFIP 13.6 Working Conference, HWID 2015, London, UK, June 25-26, 2015, Revised Selected Papers;Hyatt Regency Maui Resort & Spa;Berlin;22-23 August;1967
9047628;Human Work Interaction Design: Usability in Social, Cultural and Organizational Contexts - Second IFIP WG 13.6 Conference, HWID 2009, Pune, India, October 7-8, 2009, Revised Selected Papers;Fairmont Kea Lani;Athens;25-28 August;1968
9047630;Human Work Interaction Design: Designing for Human Work - The first IFIP TC 13.6 WG Conference: Designing for Human Work, HWID 2006, February 13-15, 2006, Madeira, Portugal;Moana Surfrider;Paris;12-14 June;1969
9047631;Human Work Interaction Design. Work Analysis and HCI - Third IFIP WG 13.6 Working Conference, HWID 2012, Copenhagen, Denmark, December 5-6, 2012, Revised Selected Papers;Ko Olina Marriot Beach Club;Brussels;17-19 September;1970
9047635;Human Work Interaction Design. Designing Engaging Automation - 5th IFIP WG 13.6 Working Conference, HWID 2018, Espoo, Finland, August 20-21, 2018, Revised Selected Papers;Hyatt Regency Waikiki;Thessaloniki;20-22 September;1971
9047690;Declarative Programming and Knowledge Management - Conference on Declarative Programming, DECLARE 2017, Unifying INAP, WFLP, and WLP, WÃ¼rzburg, Germany, September 19-22, 2017, Revised Selected Papers;Hawaii Prince Hotel Waikiki;London;22-25 December;1972
9047761;Aspects of Automated Natural Language Generation, 6th International Workshop on Natural Language Generation, Trento, Italy, April 5-7, 1992, Edition;Aqua Bamboo Waikiki;Barcelona;10-12 November;1973
9047851;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1988, 5-9 June, 1988, Ann Arbor, Michigan, USA.;Aqua Aloha Surf Waikiki Hotel;Madrid;12-13 July;1974
9047852;2007 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2007), 18-23 June 2007, Minneapolis, Minnesota, USA;Sheraton Kauai Resort;Berlin;1-2 June;1975
9047854;IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2015, Boston, MA, USA, June 7-12, 2015;Kilauea Lakeside Estate;Athens;10-14 January;1976
9047855;2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2009), 20-25 June 2009, Miami, Florida, USA;Grand Hyatt Kauai Resort & Spa;Paris;8-9 February;1977
9047858;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1989, 4-8 June, 1989, San Diego, CA, USA.;Ritz-Carlton Kapalua;Brussels;11-13 March;1978
9047862;2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2005), 20-26 June 2005, San Diego, CA, USA;Marriott Maui Ocean Club;Thessaloniki;23-25 April;1979
9047865;1999 Conference on Computer Vision and Pattern Recognition (CVPR '99), 23-25 June 1999, Ft. Collins, CO, USA;Sheraton Princess Kaiulani;London;28-29 May;1980
9047866;2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2008), 24-26 June 2008, Anchorage, Alaska, USA;Kahala Hotel & Resort;Barcelona;22-23 August;1981
9047868;2003 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2003), 16-22 June 2003, Madison, WI, USA;Holiday Inn Waikiki Beachcomber;Madrid;25-28 August;1982
9047869;2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2006), 17-22 June 2006, New York, NY, USA;Hilton Hawaiian Village;Berlin;12-14 June;1983
9047870;2013 IEEE Conference on Computer Vision and Pattern Recognition, Portland, OR, USA, June 23-28, 2013;Hale Koa Hotel;Athens;17-19 September;1984
9047871;2001 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2001), with CD-ROM, 8-14 December 2001, Kauai, HI, USA;Waikiki Beach Marriott;Paris;20-22 September;1985
9047872;2016 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2016, Las Vegas, NV, USA, June 27-30, 2016;Sheraton Waikiki;Brussels;22-25 December;1986
9047873;1996 Conference on Computer Vision and Pattern Recognition (CVPR '96), June 18-20, 1996 San Francisco, CA, USA;Turtle Bay Resort;Thessaloniki;10-12 November;1987
9047874;2012 IEEE Conference on Computer Vision and Pattern Recognition, Providence, RI, USA, June 16-21, 2012;JW Marriott Ihilani, Ko Olina;London;12-13 July;1988
9047877;2014 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2014, Columbus, OH, USA, June 23-28, 2014;Grand Wailea Resort;Barcelona;1-2 June;1989
9047879;2004 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2004), with CD-ROM, 27 June - 2 July 2004, Washington, DC, USA;Maui Prince Hotel;Madrid;10-14 January;1990
9047880;1997 Conference on Computer Vision and Pattern Recognition (CVPR '97), June 17-19, 1997, San Juan, Puerto Rico;Mauna Lani Bay Hotel & Bungalows;Berlin;8-9 February;1991
9047884;2000 Conference on Computer Vision and Pattern Recognition (CVPR 2000), 13-15 June 2000, Hilton Head, SC, USA;Hilton Waikoloa Village;Athens;11-13 March;1992
9047885;2017 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2017, Honolulu, HI, USA, July 21-26, 2017;Wyndham at Waikiki Beach Walk;Paris;23-25 April;1993
9047887;The Twenty-Third IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2010, San Francisco, CA, USA, 13-18 June 2010;Marriott Waiohai Beach Club;Brussels;28-29 May;1994
9047889;The 24th IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2011, Colorado Springs, CO, USA, 20-25 June 2011;Westin Kaanapali Ocean Resort Villas;Thessaloniki;22-23 August;1995
9047892;2018 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2018, Salt Lake City, UT, USA, June 18-22, 2018;Wailea Beach Marriott Resort & Spa;London;25-28 August;1996
9047894;1998 Conference on Computer Vision and Pattern Recognition (CVPR '98), June 23-25, 1998, Santa Barbara, CA, USA;Hyatt Regency Maui Resort & Spa;Barcelona;12-14 June;1997
9047950;Edition of the 1st International Workshop on Semantic Technologies (IWOST), Changchun, China, March 9-12, 2015.;Fairmont Kea Lani;Madrid;17-19 September;1998
9048006;Edition of the Workshop on Intelligent Information Technology Application, IITA 2007, Zhang Jiajie, China, December 2-3, 2007;Moana Surfrider;Berlin;20-22 September;1999
9048089;Edition of the Third Linguistic Annotation Workshop, LAW 2009, August 6-7, 2009, Singapore;Ko Olina Marriot Beach Club;Athens;22-25 December;2000
9048095;Edition of the Fourth Linguistic Annotation Workshop, LAW 2010, Uppsala, Sweden, July 15-16, 2010;Hyatt Regency Waikiki;Paris;10-12 November;2001
9048096;Edition of the Fifth Linguistic Annotation Workshop, LAW 2011, June 23-24, 2011, Portland, Oregon, USA;Hawaii Prince Hotel Waikiki;Brussels;12-13 July;2002
9048116;Advances in Data Mining, Applications in Image Mining, Medicine and Biotechnology, Management and Environmental Control, and Telecommunications, 4th Industrial Conference on Data Mining, ICDM 2004, Leipzig, Germany, July 4-7, 2004, Revised Selected Papers;Aqua Bamboo Waikiki;Thessaloniki;1-2 June;2003
9048180;Edition of the Second ACM SIGCHI/SIGART Conference on Human-Robot Interaction, HRI 2007, Arlington, Virginia, USA, March 10-12, 2007;Aqua Aloha Surf Waikiki Hotel;London;10-14 January;2004
9048181;Edition of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction, HRI 2015, Portland, OR, USA, March 2-5, 2015;Sheraton Kauai Resort;Barcelona;8-9 February;2005
9048182;Edition of the 4th ACM/IEEE International Conference on Human Robot Interaction, HRI 2009, La Jolla, California, USA, March 9-13, 2009;Kilauea Lakeside Estate;Madrid;11-13 March;2006
9048183;Edition of the 3rd ACM/IEEE international conference on Human robot interaction, HRI 2008, Amsterdam, The Netherlands, March 12-15, 2008;Grand Hyatt Kauai Resort & Spa;Berlin;23-25 April;2007
9048184;Edition of the 1st ACM SIGCHI/SIGART Conference on Human-Robot Interaction, HRI 2006, Salt Lake City, Utah, USA, March 2-3, 2006;Ritz-Carlton Kapalua;Athens;28-29 May;2008
9048185;ACM/IEEE International Conference on Human-Robot Interaction, HRI 2013, Tokyo, Japan, March 3-6, 2013;Marriott Maui Ocean Club;Paris;22-23 August;2009
9048187;The Eleventh ACM/IEEE International Conference on Human Robot Interation, HRI 2016, Christchurch, New Zealand, March 7-10, 2016;Sheraton Princess Kaiulani;Brussels;25-28 August;2010
9048188;International Conference on Human-Robot Interaction, HRI'12, Boston, MA, USA - March 05 - 08, 2012;Kahala Hotel & Resort;Thessaloniki;12-14 June;2011
9048189;ACM/IEEE International Conference on Human-Robot Interaction, HRI'14, Bielefeld, Germany, March 3-6, 2014;Holiday Inn Waikiki Beachcomber;London;17-19 September;2012
9048190;Edition of the 2017 ACM/IEEE International Conference on Human-Robot Interaction, HRI 2017, Vienna, Austria, March 6-9, 2017;Hilton Hawaiian Village;Barcelona;20-22 September;2013
9048192;Edition of the 5th ACM/IEEE International Conference on Human Robot Interaction, HRI 2010, Osaka, Japan, March 2-5, 2010;Hale Koa Hotel;Madrid;22-25 December;2014
9048193;Edition of the 6th International Conference on Human Robot Interaction, HRI 2011, Lausanne, Switzerland, March 6-9, 2011;Waikiki Beach Marriott;Berlin;10-12 November;2015
9048194;Edition of the 2018 ACM/IEEE International Conference on Human-Robot Interaction, HRI 2018, Chicago, IL, USA, March 05-08, 2018;Sheraton Waikiki;Athens;12-13 July;2016
9048241;Artificial Intelligence and Simulation, 13th International Conference on AI, Simulation, and Planning in High Autonomy Systems, AIS 2004, Jeju Island, Korea, October 4-6, 2004, Revised Selected Papers;Turtle Bay Resort;Paris;1-2 June;2017
9047424;Automatic Processing of Natural-Language Electronic Texts with NooJ - 9th International Conference, NooJ 2015, Minsk, Belarus, June 11-13, 2015, Revised Selected Papers;JW Marriott Ihilani, Ko Olina;Brussels;10-14 January;1955
9047425;Automatic Processing of Natural-Language Electronic Texts with NooJ, 10th International Conference, NooJ 2016, ÄŒeskÃ© BudÄ›jovice, Czech Republic, June 9-11, 2016, Revised Selected Papers.;Grand Wailea Resort;Thessaloniki;8-9 February;1956
9047426;Formalizing Natural Languages with NooJ and Its Natural Language Processing Applications - 11th International Conference, NooJ 2017, Kenitra and Rabat, Morocco, May 18-20, 2017, Revised Selected Papers;Maui Prince Hotel;London;11-13 March;1957
9047427;Formalizing Natural Languages with NooJ 2018 and Its Natural Language Processing Applications - 12th International Conference, NooJ 2018, Palermo, Italy, June 20-22, 2018, Revised Selected Papers;Mauna Lani Bay Hotel & Bungalows;Barcelona;23-25 April;1958
9047534;4th Semantic Wiki Workshop (SemWiki 2009) at the 6th European Semantic Web Conference (ESWC 2009), Hersonissos, Greece, June 1st, 2009. Edition.;Hilton Waikoloa Village;Madrid;28-29 May;1959
9047535;Edition of the 3rd Semantic Wiki Workshop (SemWiki 2008) at the 5th European Semantic Web Conference (ESWC 2008), Tenerife, Spain, June 2nd, 2008;Wyndham at Waikiki Beach Walk;Berlin;22-23 August;1960
9047536;SemWiki2006, First Workshop on Semantic Wikis - From Wiki to Semantics, Edition, co-located with the ESWC2006, Budva, Montenegro, June 12, 2006;Marriott Waiohai Beach Club;Athens;25-28 August;1961
9047629;Human-Computer Interaction Symposium - IFIP 20th World Computer Congress, Edition of the 1st TC 13 Human-Computer Interaction Symposium (HCIS 2008), September 7-10, 2008, Milano, Italy;Westin Kaanapali Ocean Resort Villas;Paris;12-14 June;1962
9047634;Human-Computer Interaction - Second IFIP TC 13 Symposium, HCIS 2010, Held as Part of WCC 2010, Brisbane, Australia, September 20-23, 2010. Edition;Wailea Beach Marriott Resort & Spa;Brussels;17-19 September;1963
9047691;Applications of Declarative Programming and Knowledge Management - 19th International Conference, INAP 2011, and 25th Workshop on Logic Programming, WLP 2011, Vienna, Austria, September 28-30, 2011, Revised Selected Papers;Hyatt Regency Maui Resort & Spa;Thessaloniki;20-22 September;1964
9047762;ARTCom 2009, International Conference on Advances in Recent Technologies in Communication and Computing, Kottayam, Kerala, India, 27-28 October 2009;Fairmont Kea Lani;London;22-25 December;1965
9047853;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2003, Madison, Wisconsin, USA, 16-22 June, 2003;Moana Surfrider;Barcelona;10-12 November;1966
9047857;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2009, Miami, FL, USA, 20-25 June, 2009;Ko Olina Marriot Beach Club;Madrid;12-13 July;1967
9047859;IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2004, Washington, DC, USA, June 27 - July 2, 2004;Hyatt Regency Waikiki;Berlin;1-2 June;1968
9047860;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2010, San Francisco, CA, USA, 13-18 June, 2010;Hawaii Prince Hotel Waikiki;Athens;10-14 January;1969
9047863;2017 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2017, Honolulu, HI, USA, July 21-26, 2017;Aqua Bamboo Waikiki;Paris;8-9 February;1970
9047867;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2013, Portland, OR, USA, June 23-28, 2013;Aqua Aloha Surf Waikiki Hotel;Brussels;11-13 March;1971
9047875;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2011, Colorado Springs, CO, USA, 20-25 June, 2011;Sheraton Kauai Resort;Thessaloniki;23-25 April;1972
9047876;2016 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2016, Las Vegas, NV, USA, June 26 - July 1, 2016;Kilauea Lakeside Estate;London;28-29 May;1973
9047881;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2008, Anchorage, AK, USA, 23-28 June, 2008;Grand Hyatt Kauai Resort & Spa;Barcelona;22-23 August;1974
